,ts_code,trade_date,close,open,high,low,vol,amount,turnover_rate,turnover_rate_f,pe,pe_ttm,pb,bias5,bias10,bias20,bias60,CR20,ROC12,VPT,rank60d,VROC12,TVMA6,DAVOL5_60,WVAD6,VSTD20,AR26,BR26,VOL5,turnover_volatility20,ARBR,moneyflow20,variance20,skewness20,kurtosis20,sharpe20,variance60,skewness60,kurtosis60,label,close_NHCI,NHCI_pct_chg,close_SPX,SPX_pct_chg,close_XIN9,XIN9_pct_chg,north_money,south_money,date
362,000001.SH,20170630,3192.4269,3176.9481,3193.2411,3171.5703,121464543,143195603.4,0.4,1.08,16.41,15.67,1.64,0.199637401,0.78295835,1.348423476,1.380393705,165.3809273,1.972511351,166282.7662,49,-12.20300684,166006354.6,0.824340083,425416732.6,19017838.35,193.7504885,104.8459371,1.296,0.173492757,88.90455137,4.56118E+11,2.958658984,0.118266107,-0.629726965,1.008120511,3.906576762,0.216228875,0.283768756,0,1294.04,-0.0008,2423.41,0.15,11460.25,-0.22,-1073,1511,2017/6/30
363,000001.SH,20170703,3195.9116,3191.9982,3196.2861,3177.0244,140305717,156575784.3,0.46,1.26,16.42,15.68,1.64,0.243141509,0.72908061,1.291425972,1.531033332,172.4333219,2.024759055,153150.9874,51,-4.524216364,162840898,0.793824381,378622750.4,18830412.22,196.8174318,113.1760576,1.234,0.172561964,83.64137426,4.57996E+11,2.719284731,0.092911972,-0.348659645,0.246944093,3.715022076,0.234762364,0.503961298,0,1312.75,0.0145,2429.01,0.23,11369.75,-0.79,501.02,2440,2017/7/3
364,000001.SH,20170704,3182.8039,3192.8885,3193.0644,3174.314,141114967,161454562.3,0.46,1.26,16.36,15.62,1.63,-0.115405041,0.180839918,0.747183889,1.167216978,175.2984737,1.909526941,-578768.403,47,8.840698167,156346774.7,0.792281006,143020598.9,17318778.56,159.5874401,93.27793874,1.218,0.159568497,66.30950133,4.62944E+11,2.876631232,0.268512477,-0.458620538,-0.704372894,3.755917785,0.276851315,0.453964497,1,1286.1696,-0.0202,2429.01,0.23,11256.08,-1,-512.91,2620,2017/7/4
365,000001.SH,20170705,3207.1342,3179.2169,3207.3095,3174.7081,148296483,173554012,0.49,1.33,16.49,15.74,1.64,0.434237927,0.785112082,1.410096609,1.983510697,154.9921931,1.995955379,1133622.439,53,9.937393655,157351810,0.799912434,215121165,16169971.92,160.7819921,96.65104908,1.218,0.148262747,64.13094302,4.59588E+11,2.454400242,-0.072215003,-1.142308709,2.011385905,3.879787885,0.244080649,0.27091373,0,1293.9421,0.006,2432.54,0.15,11424.27,1.49,680.24,2742,2017/7/5
366,000001.SH,20170706,3212.444,3203.8631,3215.95,3188.7733,175809287,202209616.9,0.58,1.57,16.52,15.77,1.65,0.447130569,0.746214582,1.478344605,2.183197472,149.2982213,2.306690646,291073.6171,54,24.51805594,164039896.2,0.859409431,338102487.3,17492615.02,157.5690962,84.11965824,1.3,0.158096406,73.44943794,4.63855E+11,2.418892876,-0.01479161,-1.08226324,0.601996133,3.792407024,0.207926433,0.370066384,0,1297.8781,0.003,2409.75,-0.94,11439.09,0.13,-1008.46,2267,2017/7/6
367,000001.SH,20170707,3217.9567,3203.8225,3219.5232,3195.2905,176715416,201938313.2,0.58,1.58,16.54,15.79,1.65,0.459115574,0.729295547,1.556954868,2.397095763,141.7832603,1.956297736,303251.6905,56,29.28352856,173154648.7,0.936246099,324941140.5,18527235.61,163.2826585,87.79723269,1.4,0.165569988,75.48542586,4.66981E+11,2.44332604,-0.043138997,-1.12403307,1.002304963,3.744410582,0.220654551,0.449157403,0,1303.1943,0.0041,2425.18,0.64,11364.95,-0.65,354,2276,2017/7/7
368,000001.SH,20170710,3212.6319,3208.4627,3223.3402,3203.2089,198928010,222828311.7,0.66,1.79,16.53,15.78,1.66,0.188291993,0.477106703,1.272640149,2.26084756,156.980342,2.070839369,-329169.0866,55,3.963544068,186426766.7,1.015280899,279380742,21802200.31,167.6042493,88.65400604,1.506,0.19473261,78.95024322,4.75844E+11,2.254637591,-0.111096719,-0.875010455,0.289027066,3.697774906,0.193144549,0.517999323,0,1301.5242,-0.0013,2427.43,0.09,11396.91,0.28,1020.22,3148,2017/7/10
369,000001.SH,20170711,3203.0375,3201.5169,3226.908,3199.2235,187837262,205493366.2,0.62,1.69,16.5,15.76,1.66,-0.236817518,0.139951682,0.891804124,1.99490788,165.0255403,1.430219011,-560968.6645,54,21.30769613,194579697,1.07628169,261191983.8,22716094.53,188.6010559,94.90970526,1.592,0.202767692,93.69135064,4.85748E+11,2.155699913,0.060198722,-0.711845044,0.090803269,3.69308167,0.220328,0.535014312,0,1321.1537,0.0151,2425.53,-0.08,11533.66,1.2,916.6,3465,2017/7/11
370,000001.SH,20170712,3197.5439,3201.9292,3215.1962,3177.9346,186900880,201799622.1,0.62,1.69,16.49,15.74,1.66,-0.348390955,-0.107823026,0.612800951,1.846201667,150.1475751,0.379852868,-320557.8063,53,7.674691527,201303873.7,1.12890095,315092115.3,23635503.7,172.3368072,91.81515159,1.664,0.211855835,80.52165564,4.93938E+11,1.874056993,0.267249567,-0.783584797,-0.39463443,3.450298002,0.324397089,0.667152938,0,1325.6102,0.0034,2443.25,0.73,11497.38,-0.31,1684.66,2887,2017/7/12
371,000001.SH,20170713,3218.1632,3192.3615,3219.2683,3190.3393,195303611,210820896.3,0.65,1.76,16.6,15.85,1.67,0.258470551,0.441878784,1.125289857,2.50513378,172.0357777,0.845021503,1259411.558,59,31.7827478,207515021.1,1.157560644,362293340.1,25140194.81,167.8919678,85.89732038,1.702,0.225698332,81.99464746,5.02247E+11,2.101827894,0.165873024,-1.114083924,1.999071609,3.502951868,0.25465969,0.547563722,-1,1332.0104,0.0048,2447.83,0.19,11646.04,1.29,1442.01,2005,2017/7/13
372,000001.SH,20170714,3222.4168,3212.0316,3222.9784,3204.8529,160126773,174312138.1,0.53,1.44,16.63,15.87,1.68,0.363096116,0.480586498,1.101295591,2.626616147,186.6589034,1.550969945,211647.2035,60,9.289078407,202865441.3,1.142662116,398528838.3,24244519.57,163.0898443,82.19526472,1.674,0.218301457,80.89457962,5.07748E+11,2.012330076,0.038306635,-0.977180122,0.802374293,3.373446272,0.237623608,0.702623016,-1,1321.4739,-0.0079,2459.27,0.47,11738.04,0.79,182,1723,2017/7/14
373,000001.SH,20170717,3176.4648,3219.7914,3230.354,3139.5035,266205274,274653250,0.88,2.39,16.47,15.72,1.67,-0.844708188,-0.89217964,-0.390564411,1.16004732,134.3856619,-0.363785214,-3796115,46,106.7525939,214984597.4,1.218888008,168502803,33326128.57,120.9541001,65.49171128,1.794,0.299534288,55.46238878,5.29184E+11,3.581025639,-1.148881103,2.755078796,-2.634228701,3.821294428,-0.109645264,1.108044797,1,1341.1467,0.0149,2459.14,-0.01,11771.59,0.29,1447.28,1750,2017/7/17
374,000001.SH,20170718,3187.5672,3159.7318,3187.671,3150.1284,190623060,196452361.5,0.63,1.71,16.5,15.75,1.67,-0.401945215,-0.56055586,-0.116882405,1.505289479,113.864852,-0.152225882,666266.9334,49,56.93720595,210588605.7,1.222436261,268639355.9,33221764.09,126.612712,66.0711797,1.798,0.298758836,60.54153232,5.37237E+11,3.764160192,-1.253933116,2.924188673,1.629444378,3.92949235,-0.132115105,0.936382388,1,1346.2258,0.0038,2460.61,0.06,11737.13,-0.29,2097.7,1153,2017/7/18
375,000001.SH,20170719,3230.9762,3181.4015,3232.9408,3179.73,272420726,269771019.5,0.9,2.45,16.72,15.96,1.69,0.743925315,0.718720492,1.124892514,2.856044827,135.3267639,1.097170522,3709886.115,60,94.16224216,221301547.9,1.312100482,512127361.6,39631438.51,136.4107117,72.94512577,1.95,0.356802688,63.46558595,5.59362E+11,4.928988712,-0.598645838,2.06631571,2.524088737,4.334458129,-0.01048137,0.796125515,0,1364.0193,0.0132,2473.83,0.54,11881.19,1.23,1861.58,2831,2017/7/19
376,000001.SH,20170720,3244.8647,3227.5056,3246.236,3225.4328,232108392,245825421.9,0.77,2.08,16.79,16.02,1.7,1.008783947,1.049539293,1.404998745,3.235003889,134.5298643,1.949878219,997728.6129,60,64.48176755,228639181.2,1.349865952,727805031.9,41505832.83,150.6744054,81.79411688,2.014,0.372945601,68.88028849,5.66784E+11,4.817942945,-0.783235122,2.503168234,0.873760322,3.955652565,0.083787012,0.915713654,0,1354.4055,-0.007,2473.45,-0.02,11915.5,0.29,206.97,2261,2017/7/20
377,000001.SH,20170721,3237.9817,3236.5881,3247.7122,3231.9556,206003251,221956909.9,0.68,1.85,16.74,15.98,1.7,0.696945599,0.772350988,1.063394075,2.9595639,164.7806466,0.961840013,-436973.6515,60,38.91310625,230495183.5,1.398110061,571834304,41625133.37,152.3532793,80.94234538,2.096,0.374197738,71.41093393,5.75755E+11,4.80180609,-0.640479735,2.373097767,0.053450741,3.962016806,0.110898583,0.906717846,0,1360.1022,0.0042,2472.54,-0.04,11808.53,-0.9,1601,1508,2017/7/21
378,000001.SH,20170724,3250.5989,3230.898,3261.1046,3230.0705,233056399,250631194.2,0.77,2.09,16.81,16.06,1.7,0.625345906,1.045626754,1.354142912,3.300675108,146.8139592,1.187721872,908133.359,60,32.56205231,243215026.2,1.35043113,628035555.1,43245819.96,164.1929056,87.55855138,2.036,0.388585492,76.63435426,5.85996E+11,4.613814937,-0.651776229,2.707730678,1.014388644,3.992573331,0.081529996,0.844136381,0,1345.2632,-0.0109,2469.91,-0.11,11891.96,0.71,1693.18,1486,2017/7/24
379,000001.SH,20170725,3243.6894,3249.1376,3261.6454,3233.1376,205573873,213405498.9,0.68,1.84,16.8,16.03,1.7,0.063771158,0.703586845,1.056003325,3.031165055,137.9024494,0.79965961,-436969.5306,59,16.33046944,233007067.6,1.369644636,715701081.2,42727305.76,151.7392165,81.23398023,2.062,0.384158342,70.50523626,5.95747E+11,4.74830504,-0.534140959,2.281165101,-0.299464315,3.988126097,0.144881374,0.863920113,0,1363.0181,0.0132,2477.13,0.29,11859.93,-0.27,1321.21,2086,2017/7/25
380,000001.SH,20170726,3247.6748,3244.4608,3264.8483,3228.0389,213542005,228460518.5,0.71,1.92,16.85,16.08,1.71,0.083603447,0.670637424,1.062924337,3.106983431,136.8142248,1.090784786,262371.0848,59,7.346373696,238341760.5,1.29336566,593011806.8,42116140.01,156.1056931,83.64300879,1.956,0.379502444,72.46268434,6.07121E+11,4.517073022,-0.638780316,2.921881867,0.151220088,3.989049863,0.167024712,0.866935089,1,1357.2374,-0.0042,2477.83,0.03,11806.97,-0.45,1888.75,418,2017/7/26
381,000001.SH,20170727,3249.7814,3243.765,3251.9261,3220.6366,228485945,242572081.4,0.75,2.05,16.85,16.08,1.71,0.11818314,0.637303353,1.031458032,3.115990105,127.8032774,1.459361622,148207.1086,60,21.6403724,233808604.1,1.280647986,383140322.6,40472966.44,152.7718143,77.10673554,1.95,0.365128312,75.66507873,6.23731E+11,4.510150297,-0.576452627,2.883223528,0.299645099,3.963471691,0.144590801,0.910172405,1,1365.5623,0.0061,2475.42,-0.1,11794.16,-0.11,2840.21,336,2017/7/27
382,000001.SH,20170728,3253.2404,3240.1728,3256.3706,3232.9634,182226880,198428584,0.6,1.63,16.88,16.1,1.71,0.130607077,0.648348051,1.043476805,3.161426836,133.8390204,1.741852551,193958.5161,60,-2.500790793,225909131.2,1.250245982,291191214.5,36857318.13,146.0945736,70.54720422,1.906,0.331882985,75.54736942,6.33972E+11,4.489573224,-0.558731929,2.920761075,0.67445787,3.945521098,0.102618318,0.93688192,1,1353.8859,-0.0086,2472.1,-0.13,11821.24,0.23,2405,1157,2017/7/28
383,000001.SH,20170731,3273.0283,3252.7519,3276.9461,3251.1941,246039440,253525920.8,0.81,2.2,16.96,16.18,1.72,0.600754356,0.958931909,1.536476038,3.709070994,143.1818485,1.704857603,1496539.83,60,25.97792675,231170633,1.257118018,466695689,35854728.51,156.9299577,78.13828472,1.928,0.322431551,78.79167299,6.51705E+11,4.554602988,-0.675161312,2.874479284,1.044071522,3.965349324,0.051111139,0.893575855,0,1385.3269,0.0232,2470.3,-0.07,11806.51,-0.12,2002.06,1808,2017/7/31
384,000001.SH,20170801,3292.6383,3274.3685,3292.6383,3273.5038,237194594,256419942.2,0.78,2.12,17.09,16.29,1.73,0.899883744,1.235712217,1.971097811,4.226073429,158.4027512,2.17915634,1421126.114,60,48.12925381,232135424.3,1.286918919,545223704.8,33580591.68,152.2316981,75.94291019,1.984,0.301014076,76.28878786,6.68154E+11,4.318033944,-0.910358318,3.802364079,0.958094229,3.895032568,-0.006425322,1.004786151,0,1379.4111,-0.0043,2476.35,0.24,11982.42,1.49,1603.84,1690,2017/8/1
385,000001.SH,20170802,3285.0568,3288.5183,3305.4313,3282.0377,266730628,279352341.7,0.88,2.38,17.08,16.29,1.73,0.437445974,0.834945879,1.61369517,3.872954508,162.8679204,3.418643267,-614163.4981,60,0.197349208,243126564.8,1.336480687,545043914.1,33091214.1,156.9169289,77.49999172,2.076,0.295408281,79.41693721,6.88311E+11,4.216601218,-0.731957926,3.748645698,-0.206678894,3.83443076,-0.008829585,1.104612868,0,1381.1184,0.0012,2477.57,0.05,11970.62,-0.1,371.27,1336,2017/8/2
386,000001.SH,20170803,3272.9286,3279.9864,3293.3686,3262.1554,233277004,243549542.7,0.77,2.08,17.01,16.22,1.72,-0.074796852,0.376203989,1.14392864,3.384635799,137.173928,2.677948248,-861242.387,58,22.3760672,245641402.1,1.328653478,473650934.3,32165603.56,155.4883697,78.47320555,2.082,0.28624796,77.01516417,6.98326E+11,4.384579268,-0.589006316,3.106061876,-0.394588867,3.872095863,0.046677792,1.034622896,0,1374.571,-0.0047,2472.16,-0.22,11803.77,-1.39,2504.75,1716,2017/8/3
387,000001.SH,20170804,3262.0809,3269.3182,3287.1929,3261.3066,275906340,285634760.3,0.91,2.46,16.95,16.17,1.72,-0.459719443,-0.030366479,0.740016667,2.928567219,130.12898,0.962702851,-914456.0026,56,1.279496627,252818515.3,1.42008844,352579273.2,33417922.35,153.0932614,75.89832551,2.248,0.29595341,77.19493587,7.15007E+11,4.5109681,-0.409907799,2.630911003,-0.399687236,3.656711071,0.133182323,1.198156183,0,1388.4773,0.0101,2476.83,0.19,11728.36,-0.64,2944,1049,2017/8/4
388,000001.SH,20170807,3279.4566,3257.67,3280.1035,3243.7153,231173379,231874371.8,0.76,2.06,17.03,16.24,1.72,0.031245422,0.413325948,1.172221333,3.3583543,116.2168029,1.066050612,1231361.025,59,-0.402834638,258392813.3,1.398278396,389256744.2,33076942.03,150.8598227,78.49506881,2.22,0.292924905,72.36475393,7.20854E+11,4.628277663,-0.522078461,2.444363989,1.112289064,3.625958103,0.137175021,1.259240188,-1,1398.2763,0.0071,2480.91,0.16,11773.61,0.39,2944.53,1872,2017/8/7
389,000001.SH,20170808,3281.8728,3277.1887,3285.4833,3269.6582,252043537,255770184.5,0.83,2.25,17.05,16.26,1.73,0.170732095,0.369961441,1.123790613,3.326844364,124.8372597,1.35550797,185697.7141,58,22.34930069,258766857.2,1.403457613,270135036.9,32644872.99,155.846387,80.00717083,2.246,0.289025131,75.83921615,7.32108E+11,4.606485336,-0.550627778,2.521589631,0.224260256,3.51800389,0.18218642,1.488142501,-1,1404.428,0.0044,2474.92,-0.24,11758.64,-0.13,1916.45,2972,2017/8/8
390,000001.SH,20170809,3275.573,3277.8083,3277.9433,3263.8468,235597907,237815125.5,0.77,2.1,16.99,16.19,1.72,0.036361666,0.091893953,0.808489147,3.02829898,133.6488437,0.768292268,-452247.782,56,1.090512001,255666054.4,1.356597151,6300353.794,31386811.28,158.2218589,80.41935733,2.19,0.278550761,77.80250157,7.40805E+11,4.571263164,-0.568641468,2.62340824,-0.135168186,3.537973384,0.197491262,1.443906047,-1,1428.7658,0.0173,2474.02,-0.04,11691.85,-0.57,1317.62,2852,2017/8/9
391,000001.SH,20170810,3261.7494,3269.7347,3282.519,3236.1829,240684622,251854039.7,0.79,2.15,16.91,16.12,1.71,-0.317746772,-0.366951175,0.315774464,2.513540654,117.8865027,0.556773407,-1015739.213,53,17.07938294,251083004.1,1.357839614,4289684.229,30513039.72,139.6559928,71.17088353,2.204,0.271251971,68.48510924,7.48806E+11,4.508708351,-0.365070487,2.553910297,-0.439154393,3.468460144,0.260934999,1.604045397,-1,1427.5825,-0.0008,2438.21,-1.45,11645.15,-0.4,-189.02,607,2017/8/10
392,000001.SH,20170811,3208.5413,3237.9222,3245.1163,3200.7481,262962995,266998262.4,0.86,2.35,16.65,15.87,1.69,-1.621901442,-1.858239914,-1.299591712,0.786304987,94.32982712,-1.204969783,-4289649.393,38,23.14345133,254991124,1.333604971,-117098424.8,26430280.14,129.50544,60.11381185,2.182,0.235273637,69.39162817,7.65427E+11,5.330943515,-0.285200708,1.320838748,-1.458335714,3.733262526,0.142309759,1.361617375,1,1402.5204,-0.0176,2441.32,0.13,11465.4,-1.54,-823,-1230,2017/8/11
393,000001.SH,20170814,3237.3602,3206.0436,3240.0517,3206.0436,190346796,209096078.7,0.62,1.69,16.79,16.01,1.7,-0.481372484,-0.86858456,-0.506259687,1.613242423,111.8891217,-0.382216478,1709681.991,45,-16.69212038,242234677.1,1.28432169,135321754.2,27236767.18,138.0514112,66.89822672,2.108,0.243052951,71.15318453,7.53521E+11,4.0279933,0.243005988,0.659844026,1.747902332,3.860952603,0.115297213,1.127324736,0,1396.6443,-0.0042,2465.84,1,11558.17,0.81,326.26,-31,2017/8/14
394,000001.SH,20170815,3251.2617,3235.2298,3263.5892,3235.1013,182297997,204595858.6,0.6,1.62,16.89,16.1,1.71,0.134423107,-0.316607419,-0.176728234,1.963897572,139.4825162,-0.060822434,782803.1015,50,0.039026624,237688258.2,1.202305126,99502333.6,27953371.86,144.1264691,73.0137707,1.982,0.250835971,71.11269839,7.52835E+11,3.797632786,0.301922816,1.106142636,0.905327815,3.874608236,0.081747814,1.093480153,1,1395.035,-0.0012,2464.61,-0.05,11630.21,0.62,14.76,-26,2017/8/15
395,000001.SH,20170816,3246.4512,3247.8525,3248.785,3228.8705,176852051,200832533.7,0.58,1.57,16.86,16.07,1.71,0.16594629,-0.346142204,-0.348098395,1.72223407,108.4685286,-0.812003367,-261666.6605,47,-28.12044646,228531983.1,1.136166347,12455172.26,28726854.57,130.4643804,68.22170931,1.876,0.257487353,62.24267107,7.37876E+11,2.584417825,-0.371797561,0.433306003,-0.122862204,3.808719151,0.074923546,1.208533149,1,1390.1931,-0.0035,2468.11,0.14,11598.86,-0.27,922.95,-317,2017/8/16
396,000001.SH,20170817,3268.4298,3253.8455,3269.1389,3251.4593,203622551,228376944.2,0.67,1.81,16.97,16.17,1.72,0.802519401,0.342375169,0.290276549,2.300586791,105.256782,-0.735231076,1378532.534,54,-14.1537977,226958952.9,1.093107618,217787058.9,29142802.92,139.5259321,75.03036051,1.808,0.261471544,64.49557157,7.33521E+11,2.543575237,-0.366617876,0.517987024,0.998419191,3.764925627,0.023054948,1.293485959,0,1428.2886,0.0274,2430.01,-1.54,11616.7,0.15,786.48,563,2017/8/17
397,000001.SH,20170818,3268.7243,3253.2434,3275.0763,3248.0833,191122483,218437740.7,0.63,1.7,16.97,16.14,1.72,0.438749405,0.330953403,0.252028143,2.200698202,103.3422686,-0.497175574,17220.98215,53,-28.34625538,221389569.7,1.010336177,368876956.9,29839816.43,136.7179022,69.7185869,1.678,0.268392388,66.99931526,7.31339E+11,2.595062023,-0.497143133,0.476594508,1.050810508,3.757249405,0.027951668,1.310823555,0,1440.9919,0.0089,2425.55,-0.18,11646.1,0.25,-974,1250,2017/8/18
398,000001.SH,20170821,3286.9055,3274.5805,3287.5186,3270.4753,186122483,209718592.9,0.61,1.66,17.06,16.22,1.72,0.690825705,0.865949405,0.753551097,2.673344816,108.308758,0.427045674,1035244.878,59,-20.21396031,211842958.1,1.007836046,677608676,30951094.46,138.5747728,75.10547279,1.672,0.278144226,63.46930004,7.24106E+11,2.493134231,-0.488189385,0.677513539,0.843097856,3.275639135,-0.270682772,1.261959988,1,1455.0562,0.0098,2428.37,0.12,11672.31,0.23,278.17,1233,2017/8/21
399,000001.SH,20170822,3290.2257,3287.6147,3293.476,3274.941,186537991,222927491.5,0.61,1.67,17.09,16.23,1.73,0.552493465,0.941962902,0.783442557,2.680745496,110.910502,0.862786695,188427.5157,60,-32.39082835,214148193.6,1.011425135,528603830,31767648.27,172.0414002,88.64452808,1.682,0.285219675,83.39687213,7.21413E+11,2.415679457,-0.57927376,0.998913146,0.160698751,3.279544971,-0.249500551,1.243978103,1,1467.6654,0.0087,2452.51,0.99,11786.99,0.98,102.66,938,2017/8/22
400,000001.SH,20170823,3287.7049,3283.7966,3299.4572,3274.4404,179832208,204330421.4,0.59,1.61,17.11,16.22,1.73,0.222743091,0.827098697,0.644523944,2.511153249,113.9273502,0.25151423,-137778.0953,58,-22.20894604,214103954.1,1.014202841,454108142.2,33059884.7,167.5798026,90.62298806,1.69,0.296481117,76.95681457,7.16298E+11,2.413529615,-0.587587656,1.01367573,0.253712725,3.228745942,-0.278953489,1.380541547,1,1448.5418,-0.013,2444.04,-0.35,11878.01,0.77,102.66,938,2017/8/23
401,000001.SH,20170824,3271.5117,3287.9594,3297.9886,3266.3589,163468937,186245056.6,0.54,1.46,17.04,16.12,1.72,-0.289627499,0.300457892,0.115512048,1.916798274,118.1255277,-0.315706934,-805146.8338,51,-35.14257936,211672707.9,0.97258355,381547310.4,35249046.35,141.3521277,78.37474436,1.62,0.315582586,62.97738334,7.06013E+11,2.728771926,-0.440665217,0.195336043,-1.132308295,3.309726027,-0.281005193,1.224897465,1,1458.1137,0.0066,2438.97,-0.21,11835.7,-0.36,1349.96,596,2017/8/24
402,000001.SH,20170825,3331.5221,3271.4608,3331.9146,3271.4608,205839482,227141029.4,0.68,1.84,17.38,16.45,1.75,1.152186659,1.75663468,1.829991713,3.664658326,125.559833,1.708070618,3775780.368,60,-12.63102265,211466722.1,0.98417438,418077541.2,34437283.51,157.1011786,91.35500427,1.648,0.308543267,65.74617429,7.1041E+11,4.563464485,0.73796985,1.988407676,3.089712299,3.872641219,0.093172961,1.453803702,1,1472.5035,0.0099,2443.05,0.17,12088.02,2.13,3169,318,2017/8/25
403,000001.SH,20170828,3362.6514,3336.1264,3375.0339,3336.1264,257461438,305319883.1,0.84,2.3,17.53,16.49,1.76,1.629880694,2.315888354,2.640891204,4.486442358,140.1564188,3.093493326,2405685.48,60,6.970456135,225947079.2,1.049335303,483988952.8,35027190.53,169.6724859,106.9462322,1.776,0.313761559,62.7262537,7.13387E+11,4.678133733,0.697040709,1.716143695,1.317943745,3.85766461,0.025790491,1.47125429,0,1469.4423,-0.0021,2444.24,0.05,12201.27,0.94,3866.59,1183,2017/8/28
404,000001.SH,20170829,3365.2261,3362.0604,3374.5947,3354.4627,219504535,268916094.8,0.72,1.96,17.55,16.48,1.76,1.248685796,2.040392685,2.60581127,4.424163434,136.2197053,4.883365534,168069.2582,60,-16.52645461,235813329.5,1.073770492,383909443.2,34737910.55,159.4650225,103.7908721,1.834,0.311066079,55.67415038,7.11362E+11,4.609789815,0.833048349,2.015641118,0.141366837,3.842818369,0.067922785,1.508246705,0,1455.6367,-0.0094,2446.3,0.08,12216.06,0.12,1832.22,998,2017/8/29
405,000001.SH,20170830,3363.6266,3361.8207,3376.6481,3357.0803,246863312,279640796.6,0.81,2.2,17.54,16.39,1.75,0.740332561,1.630799153,2.434346889,4.254131953,129.6497021,3.900288884,-117334.7216,59,29.69134085,245265547,1.135984481,380414952.9,33505243.13,166.8535413,106.625037,1.952,0.299949118,60.22850431,7.09034E+11,4.556699387,0.81026595,2.084262133,0.073088461,3.631203067,0.074938934,1.840478135,0,1451.4672,-0.0029,2457.59,0.46,12171.22,-0.37,3435.64,416,2017/8/30
406,000001.SH,20170831,3360.8103,3361.4621,3367.3581,3340.6865,234419781,269133107.8,0.77,2.09,17.52,16.19,1.73,0.120443261,1.263055694,2.211805383,4.053707268,132.2942771,3.369418094,-196275.1838,58,28.59152863,256065994.7,1.201156069,346591558.1,33537080.59,159.0491107,99.65765753,2.078,0.300225792,59.39145315,7.10214E+11,4.46363841,0.79959739,2.231574721,-0.052435281,3.636133558,0.117244944,1.833555343,0,1458.0512,0.0045,2471.65,0.57,12081.32,-0.74,1975.78,1310,2017/8/31
407,000001.SH,20170901,3367.1194,3365.9913,3381.9252,3358.4724,282497584,313722092.7,0.93,2.53,17.53,16.2,1.73,0.09609836,1.153263429,2.240378617,4.136885031,147.3647214,3.716926347,530320.1752,60,59.7366739,277312167.4,1.26785544,445185106.9,34181568.43,171.4371922,111.9666406,2.216,0.307089906,59.47055159,7.12715E+11,4.346833695,0.783498119,2.428995745,0.039478015,3.641477279,0.14688857,1.824871047,0,1472.7909,0.0101,2476.55,0.2,12071.39,-0.08,4333,1816,2017/9/1
408,000001.SH,20170904,3379.583,3369.7185,3381.4027,3359.1309,267427849,296348432.3,0.88,2.39,17.6,16.27,1.74,0.36557534,1.245802978,2.463069845,4.393366712,161.1138995,3.400813443,989900.6667,60,31.3350843,288846734.6,1.26536392,359129684.4,35919898.31,167.5708145,117.3239276,2.234,0.32284712,50.24688688,7.20058E+11,4.215632484,0.905618913,2.921858329,0.500164768,3.577148074,0.11009891,1.973284528,0,1473.4273,0.0004,2476.55,0.2,12108.79,0.31,1923.67,2050,2017/9/4
409,000001.SH,20170905,3384.317,3377.1968,3390.8233,3371.5706,216552946,245596608.3,0.71,1.94,17.66,16.32,1.74,0.392328151,1.102636974,2.447499114,4.415650626,159.895026,3.536324553,303339.6861,60,13.30584586,278892855.4,1.253865617,263694077.1,35029490.04,161.1461301,111.4981733,2.23,0.314903494,49.64795682,7.15335E+11,4.211349327,0.887059212,2.908261758,0.355102165,3.54189039,0.145868689,2.076894121,0,1482.6288,0.0062,2457.85,-0.76,12186.26,0.64,1058.61,1775,2017/9/5
410,000001.SH,20170906,3385.3888,3372.4277,3391.0105,3364.7645,229090785,262034653.5,0.75,2.04,17.66,16.32,1.74,0.294630895,0.840383794,2.309891431,4.312093033,161.9369592,2.996231562,72552.15849,60,23.08603523,277745948.5,1.226904828,342309842.9,34872647.51,157.3095749,101.5454799,2.198,0.313501448,55.76409503,7.1544E+11,4.162509219,0.777609538,2.886839269,0.666642556,3.42044431,0.117500371,2.349222748,0,1472.8379,-0.0066,2465.54,0.31,12124.55,-0.51,291.63,2195,2017/9/6
411,000001.SH,20170907,3365.4974,3383.6281,3387.7956,3363.1765,221118685,264037023.5,0.72,1.97,17.56,16.23,1.73,-0.322348681,-0.031985334,1.549555382,3.575251592,175.2579433,2.287736674,-1299218.634,56,18.53815076,275145319.7,1.206437292,156684452,34420406.86,145.3923001,95.48212683,2.174,0.309379685,49.91017323,7.13448E+11,4.421013008,0.684208268,2.446923344,-0.951698323,3.555792137,0.126235126,2.044979493,0,1463.2584,-0.0065,2465.1,-0.02,12029.86,-0.78,1033.47,3473,2017/9/7
412,000001.SH,20170908,3365.2426,3364.4275,3380.8898,3353.6876,198405184,235160227.4,0.65,1.76,17.56,16.23,1.73,-0.318813437,-0.139576706,1.302375127,3.438972378,211.3928556,2.358414224,-15021.14989,55,10.32794748,269483173,1.1149954,168358307.5,32688748.81,150.1024878,100.4645458,2.02,0.293965179,49.637942,7.04448E+11,3.504407059,1.307905429,3.549848259,0.025864154,3.5402654,0.11795499,2.085742305,0,1447.1696,-0.011,2461.43,-0.15,12007.03,-0.19,567,1909,2017/9/8
