,ts_code,trade_date,close,open,high,low,vol,amount,turnover_rate,turnover_rate_f,pe,pe_ttm,pb,bias5,bias10,bias20,bias60,CR20,ROC12,VPT,rank60d,VROC12,TVMA6,DAVOL5_60,WVAD6,VSTD20,AR26,BR26,VOL5,turnover_volatility20,ARBR,moneyflow20,variance20,skewness20,kurtosis20,sharpe20,variance60,skewness60,kurtosis60,label,close_NHCI,NHCI_pct_chg,close_SPX,SPX_pct_chg,close_XIN9,XIN9_pct_chg,north_money,south_money,date
28,000001.SH,20160218,2862.893,2881.777,2893.215,2857.699,219203873,230775052.8,0.8,2.29,13.53,13.48,1.53,1.690584798,3.082679792,1.43364652,,84.36758853,4.11333977,-339813.8676,,3.968874792,184321751.9,,375643840.7,28595947.36,79.09838525,47.22248692,1.888,0.299639696,31.87589834,5.10263E+11,68.76602875,-0.680173975,0.501501004,-0.294202184,,,,1,876.51,0.0044,1917.83,-0.47,9016.81,-0.35,529,317,2016/2/18
29,000001.SH,20160219,2860.021,2854.904,2872.724,2840.488,163391413,178424845.4,0.59,1.71,13.51,13.46,1.53,0.896675578,2.527333999,1.40545151,,79.94685302,4.54982128,-163911.1689,,-24.25836115,184834661.4,,281491877.7,28501679.71,92.34825429,58.69438499,1.934,0.298636815,33.6538693,5.0435E+11,61.7214754,-0.869951641,1.43855915,0.078105937,,,,1,885.56,0.0103,1917.78,0,8998.68,-0.2,309,539,2016/2/19
30,000001.SH,20160222,2927.175,2888.598,2933.964,2880.347,232176042,238682816.5,0.84,2.43,13.83,13.78,1.56,1.963752538,4.045792198,3.761940752,,97.01386194,10.2239706,5451550.854,,35.68002694,200356192.4,,547640782,30665500.69,103.8874001,59.81722842,2.15,0.320878318,44.07017168,5.14385E+11,59.60538895,-0.88323075,1.638472415,0.622021009,,,,-1,897.99,0.014,1945.5,1.45,9194.71,2.18,220,811,2016/2/22
31,000001.SH,20160223,2903.331,2925.708,2928.048,2872.282,199740663,211548952.2,0.73,2.09,13.71,13.66,1.55,0.664992783,2.637308413,3.107526013,,83.07263549,6.05387931,-1627035.066,,7.000235481,214060841.7,,366359946.2,30469522.33,107.0539138,66.95459191,2.158,0.318385731,40.09932188,5.131E+11,53.84282947,-0.887505573,1.987450928,-0.387365582,,,,-1,895.89,-0.0023,1921.27,-1.25,9096.06,-1.07,550,544,2016/2/23
32,000001.SH,20160224,2928.896,2889.885,2929.871,2872.274,213410384,227851643.6,0.77,2.23,13.83,13.78,1.56,1.119738031,2.851514643,4.103786168,,78.40791586,8.927297652,1879164.472,,36.46583624,218874593.4,,324619137.9,30291437.96,112.2057207,66.98578511,2.15,0.315485841,45.21993562,5.11833E+11,54.64734462,-1.006684744,2.05137838,0.656652923,,,,-1,895.68,-0.0002,1929.8,0.44,9153.77,0.63,125,893,2016/2/24
33,000001.SH,20160225,2741.245,2922.237,2922.237,2729.851,270284416,271767143.3,0.98,2.82,12.97,12.93,1.47,-4.557190515,-3.603412127,-2.324325414,,73.87590179,-0.302774616,-17316811.85,,70.98144918,226508409,,-113447903.7,36184893.81,100.1488298,57.76479482,2.256,0.375842562,42.384035,5.22237E+11,81.07168011,-1.305336096,1.862593972,-2.596305475,,,,-1,894.21,-0.0016,1951.7,1.13,8731.2,-4.62,297,581,2016/2/25
34,000001.SH,20160226,2767.21,2760.058,2784.753,2715.874,191110472,190068987.8,0.69,2,13.11,13.06,1.48,-3.02643207,-2.703067233,-1.136082429,,72.28350325,1.020827987,1810193.327,,28.78305663,219724064.8,,22947491.37,35684266.3,86.66637675,58.79191368,2.314,0.370766986,27.87446307,5.25362E+11,81.10264708,-1.309354671,1.867876317,0.100445588,,,,-1,889.85,-0.0049,1948.05,-0.19,8821.18,1.03,1640,335,2016/2/26
35,000001.SH,20160229,2687.979,2754.814,2755.89,2638.963,207410709,194640196.4,0.75,2.17,12.73,12.73,1.44,-4.196879517,-5.295025389,-3.535039565,,60.22127465,-3.345675314,-5938601.655,,21.73274588,222426623.3,,-121543660.4,35012497.26,84.66444415,58.18714581,2.262,0.363987782,26.47729833,5.31116E+11,84.77429968,-1.101530175,1.162941208,-0.977976113,,,,1,890.15,0.0003,1932.23,-0.81,8756.88,-0.73,2013,234,2016/2/29
36,000001.SH,20160301,2733.17,2688.38,2747.562,2668.757,187207443,182185538.1,0.68,1.96,12.9,12.93,1.47,-1.390121586,-3.350717335,-1.883993744,,75.06277137,-1.097234948,3147380.079,,32.59605515,213010410.2,,-182190304.9,34665161.72,80.06318404,61.03644995,2.236,0.360254296,19.02673409,5.2667E+11,65.15008783,-1.312489261,2.784370588,0.742237395,,,,1,897.4,0.0081,1978.35,2.39,8872.43,1.32,757,517,2016/3/1
37,000001.SH,20160302,2849.681,2733.767,2852.7,2732.539,270961783,259318766.5,0.98,2.83,13.42,13.46,1.53,3.404530787,0.83225646,2.089425911,,110.8017718,3.768303501,11550700.58,,109.6190165,220972046,,159343675.8,38876293.46,82.39722476,63.02511277,2.356,0.403816986,19.37211199,5.34875E+11,74.98806994,-1.12408633,2.304290942,1.745721537,,,,1,902.51,0.0057,1986.45,0.41,9146.56,3.09,2992,286,2016/3/2
38,000001.SH,20160303,2859.758,2847.331,2878.445,2840.874,287478210,279971936.1,1.04,3.01,13.48,13.51,1.53,2.885291612,1.200043909,2.077251534,,125.6583375,0.817430623,1016576.214,,46.70128712,229658761.4,,109885193.3,44035971.46,85.67737352,67.06883279,2.394,0.458504434,18.60854073,5.52933E+11,70.52047883,-1.342508787,3.310008989,0.18452236,,,,1,903.72,0.0013,1993.4,0.35,9170.78,0.26,-308,36,2016/3/3
